,Challenge,InChIkey,PubChem CID,ChemSpider ID,InChI,SMILES,ION_MODE,PRECURSOR_MZ
166,challenge-166,ZTDRTMVBTLHQII-UHFFFAOYSA-N,23786454,NA,"InChI=1S/C21H22O5/c1-12(2)4-9-15-16(22)10-19-20(21(15)24)17(23)11-18(26-19)13-5-7-14(25-3)8-6-13/h4-8,10,18,22,24H,9,11H2,1-3H3",c12c(c(c(cc1OC(CC2=O)c1ccc(cc1)OC)O)CC=C(C)C)O,POSITIVE,355.154
167,challenge-167,YLWAQARRNQVEHD-UHFFFAOYSA-N,271607,238904,"InChI=1S/C18H21NO5/c1-19-9-18(20)17(4-3-12(21-2)6-16(17)19)13-7-15-14(22-10-23-15)5-11(13)8-24-18/h3-5,7,12,16,20H,6,8-10H2,1-2H3",c12c(cc3c(c1)C14C(OC3)(CN(C1CC(C=C4)OC)C)O)OCO2,POSITIVE,332.1493
168,challenge-168,HPQKNJHVWUWAOR-UHFFFAOYSA-N,578152,502556,"InChI=1S/C20H32O4/c1-13(12-17(21)22)6-8-15-14(2)7-9-16-19(15,3)10-5-11-20(16,4)18(23)24/h13,15-16H,2,5-12H2,1,3-4H3,(H,21,22)(H,23,24)",C1CC(C2C(C1)(C(C(=C)CC2)CCC(CC(=O)O)C)C)(C(=O)O)C,POSITIVE,337.2373
169,challenge-169,IMIAGCONYJPMDY-UHFFFAOYSA-N,327248,289807,"InChI=1S/C36H43NO17/c1-15-16(2)31(44)53-29-26(49-18(4)39)30(52-21(7)42)35(14-47-17(3)38)28(51-20(6)41)25(43)23-27(50-19(5)40)36(35,34(29,9)46)54-33(23,8)13-48-32(45)22-11-10-12-37-24(15)22/h10-12,15-16,23,26-30,46H,13-14H2,1-9H3/t15-,16-,23+,26-,27+,28+,29-,30-,33-,34-,35+,36-/m0/s1",[C@@H]1([C@H]2[C@]([C@]34[C@@]([C@H]1OC(=O)C)([C@@H](C(=O)[C@H]([C@H]3OC(=O)C)[C@](O4)(C)COC(=O)c1c(nccc1)[C@H]([C@@H](C(=O)O2)C)C)OC(=O)C)COC(=O)C)(C)O)OC(=O)C,POSITIVE,762.2604
170,challenge-170,GVRNTWSGBWPJGS-UHFFFAOYSA-N,343586,304591,"InChI=1S/C20H30O4/c1-13-4-7-16-19(2,10-8-17(22)20(16,3)12-21)15(13)6-5-14-9-11-24-18(14)23/h9,15-17,21-22H,1,4-8,10-12H2,2-3H3/t15-,16+,17?,19+,20+/m1/s1",C1C([C@@]([C@@H]2[C@](C1)(C)[C@@H](C(=C)CC2)CCC1=CCOC1=O)(C)CO)O,POSITIVE,335.2217
171,challenge-171,VNOMXNULTAUIDL-UHFFFAOYSA-N,57509505,NA,"InChI=1S/C20H28O3/c1-5-18(2)12-13-7-8-15-19(3,14(13)11-16(18)21)9-6-10-20(15,4)17(22)23/h5,11,13,15H,1,6-10,12H2,2-4H3,(H,22,23)",C1CC(C2C(C1)(C1=CC(=O)C(CC1CC2)(C=C)C)C)(C)C(=O)O,POSITIVE,317.2111
172,challenge-172,LUADJIBUFOIMNV-UHFFFAOYSA-N,57509414,NA,"InChI=1S/C15H22O3/c1-9-4-5-11-10(9)6-15(18)12(17)7-13(11,2)14(15,3)8-16/h5,9-10,16,18H,4,6-8H2,1-3H3",C12=CCC(C1CC1(C(=O)CC2(C1(CO)C)C)O)C,POSITIVE,251.1642
173,challenge-173,OEWCQSJKSNWJTH-UHFFFAOYSA-N,9968607,8144199,"InChI=1S/C20H20O6/c1-25-19(23)17-15(11-3-7-13(21)8-4-11)18(20(24)26-2)16(17)12-5-9-14(22)10-6-12/h3-10,15-18,21-22H,1-2H3",C1(C(C(C1C(=O)OC)c1ccc(cc1)O)C(=O)OC)c1ccc(cc1)O,POSITIVE,357.1333
174,challenge-174,LNVWGAALAQOWHF-UHFFFAOYSA-N,42607720,NA,"InChI=1S/C21H24O11/c22-7-14-18(29)19(30)20(31)21(32-14)15-11(24)4-2-9(17(15)28)16(27)13(26)6-8-1-3-10(23)12(25)5-8/h1-5,13-14,18-26,28-31H,6-7H2/t13-,14-,18-,19+,20-,21+/m1/s1",c1(c(ccc(c1O)C(=O)[C@@H](Cc1ccc(c(c1)O)O)O)O)[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,POSITIVE,453.1391
175,challenge-175,PRZVXHGUJJPSME-UHFFFAOYSA-N,599030,520736,"InChI=1S/C17H24O11/c1-6-3-9(19)17(24)7(14(23)25-2)5-26-15(10(6)17)28-16-13(22)12(21)11(20)8(4-18)27-16/h5-6,8,10-13,15-16,18,20-22,24H,3-4H2,1-2H3",C12(C(C(OC=C1C(=O)OC)OC1OC(C(C(C1O)O)O)CO)C(CC2=O)C)O,POSITIVE,405.1391
176,challenge-176,ASZIGQFYGXSPCO-UHFFFAOYSA-N,25018670,NA,"InChI=1S/C15H22O4/c1-8(5-4-6-16)12-9(2)7-11-13(14(12)17)10(3)15(18)19-11/h8,11,13-14,16-17H,3-7H2,1-2H3",C1(=C(C(C2C(C1)OC(=O)C2=C)O)C(CCCO)C)C,POSITIVE,267.1591
177,challenge-177,GGNFGJZLCXTJLH-UHFFFAOYSA-N,434884,384590,"InChI=1S/C29H38O12/c1-3-20-21(12-19-11-17(32)10-18(39-19)9-6-15-4-7-16(31)8-5-15)22(27(36)37-2)14-38-28(20)41-29-26(35)25(34)24(33)23(13-30)40-29/h3-5,7-8,14,18-21,23-26,28-31,33-35H,1,6,9-13H2,2H3",C(Cc1ccc(cc1)O)C1OC(CC2C(C(OC=C2C(=O)OC)OC2OC(C(O)C(O)C2O)CO)C=C)CC(=O)C1,POSITIVE,579.2436
178,challenge-178,PGHCYQUSYHWJAI-NOPLWHKLSA-N,9796350,7972116,"InChI=1S/C18H20O4/c1-4-5-6-7-8-9-10-11-12-13-18(22-17(3)20)14-15-21-16(2)19/h4-5,10-13,18H,14-15H2,1-3H3/b5-4+,11-10+,13-12+",C/C=C/C#CC#C/C=C/C=C/C(CCOC(=O)C)OC(=O)C,POSITIVE,301.1434
179,challenge-179,BVEFMGIAGANFEG-UHFFFAOYSA-N,120709,NA,"InChI=1S/C30H44O8/c1-17-27(33)24(35-3)14-26(37-17)38-20-6-10-29(16-31)19(13-20)4-5-23-22(29)7-9-28(2)21(8-11-30(23,28)34)18-12-25(32)36-15-18/h12,16-17,19-24,26-27,33-34H,4-11,13-15H2,1-3H3",C1C(CC2C(C1)(C1C(CC2)C2(C(CC1)(C(CC2)C1=CC(=O)OC1)C)O)C=O)OC1OC(C(C(C1)OC)O)C,POSITIVE,533.3109
180,challenge-180,UDHCHDJLZGYDDM-QPJJXVBHSA-N,14034193,NA,"InChI=1S/C34H44O19/c1-14-24(42)26(44)31(53-32-27(45)25(43)21(40)13-48-32)34(49-14)52-30-28(46)33(47-9-8-16-3-6-18(37)20(39)11-16)50-22(12-35)29(30)51-23(41)7-4-15-2-5-17(36)19(38)10-15/h2-7,10-11,14,21-22,24-40,42-46H,8-9,12-13H2,1H3/b7-4+",C1C(C(C(C(O1)OC1C(C(C(OC1OC1C(C(OC(C1O)OCCc1ccc(c(c1)O)O)CO)OC(=O)/C=C/c1cc(c(cc1)O)O)C)O)O)O)O)O,POSITIVE,757.255
181,challenge-181,KNEQPJSDSYNUHP-VURMDHGXSA-N,20835504,NA,"InChI=1S/C15H20O4/c1-8-4-5-11(16)9(2)7-13-14(12(17)6-8)10(3)15(18)19-13/h6,11-14,16-17H,2-5,7H2,1H3/b8-6+",C1C(C(=C)CC2C(C(/C=C(/C1)\C)O)C(=C)C(=O)O2)O,POSITIVE,265.1434
182,challenge-182,DBKIEMOKQWYZOA-UHFFFAOYSA-N,182703,NA,"InChI=1S/C15H22O5/c1-14(7-16)3-9-11(5-14)15(2,19)4-8-10(12(9)17)6-20-13(8)18/h9,11-12,16-17,19H,3-7H2,1-2H3",C12=C(C(=O)OC1)CC(C1C(C2O)CC(C1)(C)CO)(C)O,POSITIVE,283.154
183,challenge-183,BMLZFLQMBMYVHG-UHFFFAOYSA-N,98608,89052,"InChI=1S/C17H16O5/c1-10(2)6-8-21-17-15-12(7-9-20-15)14(19-3)11-4-5-13(18)22-16(11)17/h4-7,9H,8H2,1-3H3",c1(c2c(c(c3c1occ3)OC)ccc(=O)o2)OCC=C(C)C,POSITIVE,301.1071
184,challenge-184,FTGKHGAVFGGOMW-UHFFFAOYSA-N,45360106,NA,"InChI=1S/C30H44O7/c1-16(2)17-8-13-29(24(34)35)14-15-30(25(36)37)18(22(17)29)6-7-19-26(3)11-10-21(31)28(5,23(32)33)20(26)9-12-27(19,30)4/h17-22,31H,1,6-15H2,2-5H3,(H,32,33)(H,34,35)(H,36,37)",C1C(C(C2C(C1)(C1C(CC2)(C2(C(CC1)C1C(CC2)(CCC1C(=C)C)C(=O)O)C(=O)O)C)C)(C(=O)O)C)O,POSITIVE,517.316
185,challenge-185,FEMTVABTBAWCEK-UHFFFAOYSA-N,57509426,NA,"InChI=1S/C25H34O8/c1-12(2)15-10-16-19(17(28)11-15)25(6)18(32-13(3)26)8-9-24(5,23(30)31-7)22(25)21(20(16)29)33-14(4)27/h10-12,18,20-22,28-29H,8-9H2,1-7H3",C1CC(C2C(C1OC(=O)C)(c1c(C(C2OC(=O)C)O)cc(cc1O)C(C)C)C)(C(=O)OC)C,POSITIVE,463.2326
186,challenge-186,TVHDZSRRHQKNEZ-UHFFFAOYSA-N,14239484,10686284,"InChI=1S/C20H30O2/c1-5-18(2)12-9-15-14(13-18)7-8-16-19(15,3)10-6-11-20(16,4)17(21)22/h5,9,14,16H,1,6-8,10-13H2,2-4H3,(H,21,22)",C1CC(C2C(C1)(C1=CCC(CC1CC2)(C=C)C)C)(C)C(=O)O,POSITIVE,303.2319
187,challenge-187,ISHUKYBHEZATMQ-UHFFFAOYSA-N,56776286,NA,"InChI=1S/C40H44O17/c41-13-25-31(49)33(51)35(53)39(55-25)29-21(45)9-17(10-22(29)46)27-28(38(16-3-7-20(44)8-4-16)57-37(27)15-1-5-19(43)6-2-15)18-11-23(47)30(24(48)12-18)40-36(54)34(52)32(50)26(14-42)56-40/h1-12,25-28,31-54H,13-14H2",C1(C(C(OC1c1ccc(cc1)O)c1ccc(cc1)O)c1cc(c(c(c1)O)C1OC(C(C(C1O)O)O)CO)O)c1cc(c(c(c1)O)C1OC(C(C(C1O)O)O)CO)O,POSITIVE,797.2651
188,challenge-188,MXKGQHAVANZONW-UHFFFAOYSA-N,71437983,NA,"InChI=1S/C15H12O7/c1-20-9-4-3-6(16)10-12(19)11-7(17)5-8(18)13(21-2)15(11)22-14(9)10/h3-5,16-18H,1-2H3",c1cc(c2c(c1O)c(=O)c1c(c(c(cc1O)O)OC)o2)OC,POSITIVE,305.0656
189,challenge-189,RRUQYJBEEQBWGK-UHFFFAOYSA-N,56776322,NA,"InChI=1S/C21H32O10/c1-10(12(24)8-22)19(28)31-13-7-20(3)14(25)5-6-21(29,9-23)17(20)16(26)15(13)11(2)18(27)30-4/h12-17,22-26,29H,1-2,5-9H2,3-4H3",C1CC(C2C(C1O)(CC(C(C2O)C(=C)C(=O)OC)OC(=O)C(=C)C(CO)O)C)(CO)O,POSITIVE,445.2068
190,challenge-190,ZQHJXKYYELWEOK-UHFFFAOYSA-N,102582,92654,"InChI=1S/C20H28O3/c1-14-5-8-17-19(2,10-4-11-20(17,3)18(21)22)16(14)7-6-15-9-12-23-13-15/h9,12-13,16-17H,1,4-8,10-11H2,2-3H3,(H,21,22)/t16-,17?,19+,20+/m1/s1",[C@]12(C([C@@](C(=O)O)(CCC2)C)CCC(=C)[C@H]1CCc1cocc1)C,POSITIVE,317.2111
191,challenge-191,ARILQDNHZGKJBK-UHFFFAOYSA-N,202193,NA,"InChI=1S/C9H9NO2/c11-9-10-6-8(12-9)7-4-2-1-3-5-7/h1-5,8H,6H2,(H,10,11)",c1cccc(c1)C1OC(=O)NC1,POSITIVE,164.0706
192,challenge-192,VVSZRCIUFBADJQ-BJMVGYQFSA-N,38355910,NA,"InChI=1S/C20H20O4/c1-14(2)11-12-24-17-7-3-15(4-8-17)5-10-19(22)18-9-6-16(21)13-20(18)23/h3-11,13,21,23H,12H2,1-2H3/b10-5+",c1c(ccc(c1O)C(=O)/C=C/c1ccc(cc1)OCC=C(C)C)O,POSITIVE,325.1434
193,challenge-193,ZHZZKRDEPZMPLJ-UHFFFAOYSA-N,14138137,NA,"InChI=1S/C15H18O5/c1-6-3-9(17)12-7(2)15(19)20-14(12)13-8(5-16)4-10(18)11(6)13/h4,7,9,12-14,16-17H,3,5H2,1-2H3/t7-,9+,12-,13+,14+/m1/s1",C12=C(C[C@@H]([C@@H]3[C@@H]([C@H]1C(=CC2=O)CO)OC(=O)[C@@H]3C)O)C,POSITIVE,279.1227
194,challenge-194,UOUFYEQUUCSLPP-UHFFFAOYSA-N,38362104,NA,"InChI=1S/C21H24O4/c1-15(2)10-11-23-18-8-6-16(7-9-18)4-5-17-12-19(22-3)21-20(13-17)24-14-25-21/h6-10,12-13H,4-5,11,14H2,1-3H3",c1(cc(cc2c1OCO2)CCc1ccc(cc1)OCC=C(C)C)OC,POSITIVE,341.1747
195,challenge-195,MVOUGOXRXQDXDC-UHFFFAOYSA-N,3559211,2796851,"InChI=1S/C27H30O14/c1-8-17(31)21(35)23(37)27(39-8)16-20(34)15(26-24(38)22(36)18(32)13(7-28)41-26)19(33)14-11(30)6-12(40-25(14)16)9-2-4-10(29)5-3-9/h2-6,8,13,17-18,21-24,26-29,31-38H,7H2,1H3/t8-,13+,17-,18+,21+,22-,23+,24+,26-,27-/m0/s1",c1(c(c(c2c(c1[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)oc(cc2=O)c1ccc(cc1)O)O)[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O,POSITIVE,579.1708
196,challenge-196,TZOHVRDKXUMVIU-UHFFFAOYSA-N,44257521,NA,"InChI=1S/C20H22O8/c1-23-14-7-10-6-11(9-28-16(10)20(27-5)18(14)25-3)12-8-13(21)17(24-2)19(26-4)15(12)22/h7-8,11H,6,9H2,1-5H3",c1(c(c(c2c(c1)CC(CO2)C1=CC(=O)C(=C(C1=O)OC)OC)OC)OC)OC,POSITIVE,391.1387
197,challenge-197,VPBGBMLWGOFHSN-UHFFFAOYSA-N,23955869,NA,"InChI=1S/C33H40O19/c1-11-30(52-33-28(44)24(40)22(38)18(8-34)50-33)26(42)29(45)31(48-11)47-10-19-23(39)25(41)27(43)32(51-19)49-14-6-16(36)20-17(7-14)46-9-15(21(20)37)12-2-4-13(35)5-3-12/h2-7,9,11,18-19,22-36,38-45H,8,10H2,1H3",c1(cc(c2c(c1)occ(c2=O)c1ccc(cc1)O)O)OC1C(C(C(C(O1)COC1C(C(C(C(O1)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O)O,POSITIVE,741.2237
198,challenge-198,MYQAATJJIDGOMQ-UHFFFAOYSA-N,44257412,NA,"InChI=1S/C23H22O8/c1-11(9-24)16-6-13-15(30-16)5-4-12-21(13)31-20-10-29-17-8-19(28-3)18(27-2)7-14(17)23(20,26)22(12)25/h4-5,7-8,16,20,24,26H,1,6,9-10H2,2-3H3/t16-,20-,23-/m1/s1",c1c2c(c3c(c1)C(=O)[C@@]1([C@H](O3)COc3c1cc(c(c3)OC)OC)O)C[C@@H](O2)C(=C)CO,POSITIVE,427.1387
199,challenge-199,RNQBLQALVMHBKH-UHFFFAOYSA-N,390362,NA,"InChI=1S/C30H22O10/c31-15-5-1-13(2-6-15)29-25(27(37)23-19(35)9-17(33)11-21(23)39-29)26-28(38)24-20(36)10-18(34)12-22(24)40-30(26)14-3-7-16(32)8-4-14/h1-12,25-26,29-36H",Oc1ccc(cc1)C1Oc2cc(O)cc(c2C(=O)C1C1C(Oc2cc(cc(c2C1=O)O)O)c1ccc(O)cc1)O,POSITIVE,543.1286
200,challenge-200,XDSHNNRBLSBDAP-SNAWJCMRSA-N,5839209,4718503,"InChI=1S/C12H14O4/c1-14-10-7-9(5-4-6-13)8-11(15-2)12(10)16-3/h4-8H,1-3H3/b5-4+",c1(c(c(cc(c1)/C=C/C=O)OC)OC)OC,POSITIVE,223.0965
201,challenge-201,DHPGIJYSTONUPM-UHFFFAOYSA-N,56776185,NA,"InChI=1S/C20H26O7/c1-11-6-15-20(9-21)16(13(22)2-4-18(20,24)10-26-15)19(11)7-14(27-17(19)23)12-3-5-25-8-12/h3,5,8,11,13-16,21-22,24H,2,4,6-7,9-10H2,1H3",C1CC2(C3(C(C1O)C1(C(CC3OC2)C)CC(OC1=O)c1cocc1)CO)O,POSITIVE,379.1751
202,challenge-202,UDVTWMLZUGXNQM-UHFFFAOYSA-N,57509389,NA,"InChI=1S/C23H32O6/c1-7-8-15(11-17(24)25)18-22(28-6)16(10-9-12(2)3)21(27)19-20(26)13(4)14(5)29-23(18)19/h9,13-15,27H,7-8,10-11H2,1-6H3,(H,24,25)",C(=C(C)C)Cc1c(OC)c(c2c(c1O)C(=O)C(C(O2)C)C)C(CC(=O)O)CCC,POSITIVE,405.2272
203,challenge-203,KLPWVMFJDOIILT-UHFFFAOYSA-N,57509430,NA,"InChI=1S/C15H20O4/c1-8-10(16)4-5-14(3)6-7-15(18)9(2)13(17)19-12(15)11(8)14/h9,12,18H,4-7H2,1-3H3",C1C(=O)C(=C2C(C1)(CCC1(C2OC(=O)C1C)O)C)C,POSITIVE,265.1434
204,challenge-204,FKMASXTUONWHBB-UHFFFAOYSA-N,57509357,NA,"InChI=1S/C24H30O11/c1-13(26)24(32,10-14-2-6-16(27)7-3-14)23(31)33-12-15-4-8-17(9-5-15)34-22-21(30)20(29)19(28)18(11-25)35-22/h2-9,13,18-22,25-30,32H,10-12H2,1H3",c1c(ccc(c1)COC(=O)C(C(O)C)(Cc1ccc(cc1)O)O)OC1OC(C(C(C1O)O)O)CO,POSITIVE,495.1861
205,challenge-205,QKUFZFLZBUSEHN-UHFFFAOYSA-N,25018668,NA,"InChI=1S/C17H24O5/c1-9(6-5-7-21-12(4)18)14-10(2)8-13-15(16(14)19)11(3)17(20)22-13/h9,13,15-16,19H,3,5-8H2,1-2,4H3/t9-,13+,15+,16+/m0/s1",[C@H]12[C@H]([C@@H](C(=C(C1)C)[C@H](CCCOC(=O)C)C)O)C(=C)C(=O)O2,POSITIVE,309.1697
206,challenge-206,BTCICADMSGBCKA-UHFFFAOYSA-N,57509362,NA,"InChI=1S/C32H26O10/c1-39-19-7-3-15(4-8-19)31-27(29(37)25-21(35)11-17(33)13-23(25)41-31)28-30(38)26-22(36)12-18(34)14-24(26)42-32(28)16-5-9-20(40-2)10-6-16/h3-14,27-28,31-36H,1-2H3",O(c1ccc(cc1)C1Oc2cc(O)cc(c2C(=O)C1C1C(Oc2cc(cc(c2C1=O)O)O)c1ccc(OC)cc1)O)C,POSITIVE,571.1599
207,challenge-207,LQUPEGJECBPTCO-UHFFFAOYSA-N,71262891,NA,"InChI=1S/C20H30O11/c1-27-11-4-2-10(3-5-11)6-7-28-20-18(26)16(24)15(23)13(31-20)9-30-19-17(25)14(22)12(21)8-29-19/h2-5,12-26H,6-9H2,1H3/t12-,13+,14-,15+,16-,17+,18+,19-,20+/m0/s1",c1c(ccc(c1)CCO[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@@H]1OC[C@@H]([C@@H]([C@H]1O)O)O)OC,POSITIVE,447.1861
208,challenge-208,PUFYSEQCTZERQM-UHFFFAOYSA-N,57509507,NA,"InChI=1S/C20H30O4/c1-11-12-5-6-15-18(2,3)8-7-16(21)19(15,4)14(12)10-20(23)13(11)9-17(22)24-20/h9,11-12,14-16,21,23H,5-8,10H2,1-4H3",C1CC(C2C(C1O)(C1C(CC2)C(C2=CC(=O)OC2(C1)O)C)C)(C)C,POSITIVE,335.2217
209,challenge-209,GHCZYXUOYFOXIP-UHFFFAOYSA-N,4871,NA,"InChI=1S/C25H24O6/c1-13(2)5-7-15-21(28)20-22(29)17(14-6-8-18(26)19(27)11-14)12-30-24(20)16-9-10-25(3,4)31-23(15)16/h5-6,8-12,26-28H,7H2,1-4H3",c1(c(c2c(occ(c2=O)c2ccc(c(c2)O)O)c2c1OC(C=C2)(C)C)O)CC=C(C)C,POSITIVE,421.1646
210,challenge-210,KNFOHFRALRKTOJ-UHFFFAOYSA-N,45027869,NA,"InChI=1S/C26H34O11/c1-33-19-8-13(3-5-17(19)29)7-15-12-35-25(16(15)10-27)14-4-6-18(20(9-14)34-2)36-26-24(32)23(31)22(30)21(11-28)37-26/h3-6,8-9,15-16,21-32H,7,10-12H2,1-2H3",C1(C(C(OC1)c1ccc(c(c1)OC)OC1OC(C(C(C1O)O)O)CO)CO)Cc1ccc(c(c1)OC)O,POSITIVE,523.2174
211,challenge-211,GZVIQGVWSNEONZ-UHFFFAOYSA-N,14427394,NA,"InChI=1S/C19H24O4/c20-16-7-1-14(2-8-16)5-11-18(22)13-19(23)12-6-15-3-9-17(21)10-4-15/h1-4,7-10,18-23H,5-6,11-13H2",c1c(ccc(c1)CCC(CC(CCc1ccc(cc1)O)O)O)O,POSITIVE,317.1747
212,challenge-212,UWQYBLOHTQWSQD-UHFFFAOYSA-N,5481958,4587687,"InChI=1S/C25H26O6/c1-13(2)5-8-17-20(28)12-21(29)22-23(30)18(9-6-14(3)4)24(31-25(17)22)16-10-7-15(26)11-19(16)27/h5-7,10-12,26-29H,8-9H2,1-4H3",c1(cc(c2c(c1CC=C(C)C)oc(c(c2=O)CC=C(C)C)c1ccc(cc1O)O)O)O,POSITIVE,423.1802
213,challenge-213,SSQAXSNCMRBPGJ-UHFFFAOYSA-N,57509371,NA,"InChI=1S/C29H40N2O5/c1-6-18-17-31(32)10-8-20-14-27(34-3)29(36-5)16-23(20)25(31)12-21(18)11-24-22-15-28(35-4)26(33-2)13-19(22)7-9-30-24/h13-16,18,21,24-25,30H,6-12,17H2,1-5H3",c1(c(cc2c(c1)CC[N+]1(C2CC(C(C1)CC)CC1c2c(CCN1)cc(c(c2)OC)OC)[O-])OC)OC,POSITIVE,497.301
214,challenge-214,BQIVXBUAUNSLAJ-UHFFFAOYSA-N,23955805,NA,"InChI=1S/C23H24O4/c1-22(2)13-9-10-23(3)18(13)19(22)17-15(27-23)11-14(24)16(21(17)26)20(25)12-7-5-4-6-8-12/h4-8,11,13,18-19,24,26H,9-10H2,1-3H3",c1(c(cc2c(c1O)C1C3C(O2)(C)CCC3C1(C)C)O)C(=O)c1ccccc1,POSITIVE,365.1747
215,challenge-215,AHNUBWYOIHCGFN-UHFFFAOYSA-N,376403,NA,"InChI=1S/C20H19NO5/c1-21-6-5-11-7-16(24-2)14(22)8-13(11)20(21)9-12-3-4-15-18(26-10-25-15)17(12)19(20)23/h3-4,7-8,22H,5-6,9-10H2,1-2H3",C1(=O)C2(Cc3c1c1c(cc3)OCO1)c1cc(c(cc1CCN2C)OC)O,POSITIVE,354.1336
216,challenge-216,YFZSQPRYLBGYKE-UHFFFAOYSA-N,13940619,NA,"InChI=1S/C23H24O12/c1-31-13-5-9(3-4-10(13)25)12-6-11(26)17-14(33-12)7-15(22(32-2)19(17)28)34-23-21(30)20(29)18(27)16(8-24)35-23/h3-7,16,18,20-21,23-25,27-30H,8H2,1-2H3/t16-,18-,20+,21-,23-/m1/s1",O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)c1c(c(c2c(c1)oc(cc2=O)c1cc(c(cc1)O)OC)O)OC,POSITIVE,493.1341
217,challenge-217,VJVXQSFKTVUEFY-XGICHPGQSA-N,24094122,NA,"InChI=1S/C21H22O7/c1-5-12(2)20(23)27-15(21(3,4)24)11-26-19-17-14(8-9-25-17)10-13-6-7-16(22)28-18(13)19/h5-10,15,24H,11H2,1-4H3/b12-5-",c1(c2c(cc3c1oc(=O)cc3)cco2)OCC(C(C)(C)O)OC(=O)/C(=C\C)/C,POSITIVE,387.1438
218,challenge-218,AKNILCMFRRDTEY-UHFFFAOYSA-N,3081484,2339083,"InChI=1S/C23H28O13/c1-31-12-6-9(2-3-11(12)26)20(30)34-18-10-4-5-32-21(14(10)23(8-25)19(18)36-23)35-22-17(29)16(28)15(27)13(7-24)33-22/h2-6,10,13-19,21-22,24-29H,7-8H2,1H3/t10-,13-,14-,15-,16+,17-,18+,19+,21+,22+,23-/m1/s1",O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)[C@@H]1OC=C[C@@H]2[C@H]1[C@@]1([C@H]([C@H]2OC(=O)c2cc(c(cc2)O)OC)O1)CO,POSITIVE,513.1603
219,challenge-219,LJNNQVFOVQWDMN-UHFFFAOYSA-N,57509435,NA,"InChI=1S/C27H38O8/c1-8-13(2)23(31)35-27-20(24(27,6)7)18-10-17(12-28)11-25(32)19(9-14(3)21(25)30)26(18,33)15(4)22(27)34-16(5)29/h9-10,13,15,18-20,22,28,32-33H,8,11-12H2,1-7H3",C12(C(C=C(C1=O)C)C1(C(C=C(C2)CO)C2C(C(C1C)OC(=O)C)(C2(C)C)OC(=O)C(CC)C)O)O,POSITIVE,491.2639
220,challenge-220,QPQHCRKTYXPSQG-XGICHPGQSA-N,24039335,NA,"InChI=1S/C21H22O7/c1-5-12(2)20(24)28-21(3,4)15(22)11-26-19-17-14(8-9-25-17)10-13-6-7-16(23)27-18(13)19/h5-10,15,22H,11H2,1-4H3/b12-5-",c1(c2c(cc3c1occ3)ccc(=O)o2)OCC(C(C)(C)OC(=O)/C(=C\C)/C)O,POSITIVE,387.1438
221,challenge-221,CJBZJZGULKATPY-UHFFFAOYSA-N,5323543,4481095,"InChI=1S/C24H26O6/c1-12(2)6-8-14-17(25)11-18(26)20-21(28)16-10-19(27)23(29-5)15(9-7-13(3)4)22(16)30-24(14)20/h6-7,10-11,25-27H,8-9H2,1-5H3",c1(c(cc2c(c1CC=C(C)C)oc1c(c2=O)c(cc(c1CC=C(C)C)O)O)O)OC,POSITIVE,411.1802
222,challenge-222,ARNVYCOTFWJTBS-UHFFFAOYSA-N,10478290,8653699,"InChI=1S/C26H30O6/c1-14(2)6-8-17-21(28)12-22-23(24(17)29)25(30)19(13-32-22)16-10-11-20(27)18(26(16)31-5)9-7-15(3)4/h6-7,10-12,19,27-29H,8-9,13H2,1-5H3",c1(c(c(c2c(c1)OCC(C2=O)c1c(c(c(cc1)O)CC=C(C)C)OC)O)CC=C(C)C)O,POSITIVE,439.2115
223,challenge-223,VJSCHQMOTSXAKB-YCRREMRBSA-N,24096391,NA,"InChI=1S/C18H19NO5/c1-24-17-10-12(2-8-15(17)21)3-9-18(23)19-11-16(22)13-4-6-14(20)7-5-13/h2-10,16,20-22H,11H2,1H3,(H,19,23)/b9-3+",c1cc(ccc1C(CNC(=O)/C=C/c1ccc(c(c1)OC)O)O)O,POSITIVE,330.1336
224,challenge-224,YBVIOLRRXMAGAE-UHFFFAOYSA-N,56776328,NA,"InChI=1S/C20H22O8/c1-22-13-7-10-14-11(8-27-15(10)19(25-4)18(13)24-3)9-6-12(21)17(23-2)20(26-5)16(9)28-14/h6-7,11,14,21H,8H2,1-5H3",c1(c(c(c2c(c1)C1C(CO2)c2c(O1)c(c(c(c2)O)OC)OC)OC)OC)OC,POSITIVE,391.1387
